,Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4,mass,mass_z1,mass_z2
1000,199428,654887173,-13,1,80.9981,-62.9727,-5.64605,50.6285,0.733263,-3.05217,13,-1,51.7022,19.2304,37.1347,30.4024,0.674652,1.09297,-13,1,146.97,21.1479,-30.2091,142.269,2.0597,-0.960037,13,-1,80.0592,24.9392,-4.07356,75.9664,1.82041,-0.16191,199.578782,108.282517,54.797376
1014,199435,435603487,13,-1,72.5888,-15.5383,-19.9496,-68.0418,-1.71585,-2.23252,-13,1,21.0021,-8.55187,1.07998,-19.1515,-1.53864,3.01597,-11,1,90.3422,41.2355,26.398,-75.9242,-1.22256,0.569438,11,-1,27.5667,-11.9374,3.07736,-24.6566,-1.44368,2.88929,96.609774,45.374397,14.838671
1017,199435,806896272,-13,1,38.4797,28.3117,25.212,-6.5937,-0.173063,0.72755,13,-1,41.1867,-16.4768,-21.9112,30.7368,0.96451,-2.21556,-13,1,9.53617,-9.03021,-0.726927,2.97562,0.32282,-3.06127,13,-1,6.87803,-6.34149,0.287263,2.64559,0.405551,3.09632,91.240739,36.347471,14.407127
1033,199569,111437792,11,-1,50.3292,22.4674,-40.3746,19.9533,0.419436,-1.063,-11,1,35.5086,-7.91035,33.3679,9.21244,0.265511,1.80356,11,-1,48.8061,17.8929,25.6426,-37.4746,-1.01501,0.961562,-11,1,24.4082,-16.033,8.30473,-16.4236,-0.815973,2.66367,153.917387,87.606085,35.044686
1035,199569,267838164,13,-1,191.429,-119.332,-62.8266,135.859,0.886601,-2.65698,-13,1,82.5074,-69.6016,20.2208,39.4235,0.520152,2.85885,-13,1,8.85123,-6.80635,1.77926,5.37037,0.70381,2.8859,13,-1,7.01749,-4.87214,2.05656,4.6116,0.787925,2.74218,88.970567,23.007689,4.210822
1036,199569,346269360,-13,1,62.0791,16.2644,56.7213,-19.2863,-0.321291,1.29155,13,-1,37.4933,-0.606246,-22.1897,30.2156,1.11521,-1.59811,-11,1,81.8897,-22.3004,-31.0792,72.4065,1.39467,-2.19319,11,-1,9.03785,8.32527,-2.24276,2.70974,0.309323,-0.263145,169.947345,91.419932,36.327848
1037,199569,84956243,13,-1,136.489,-66.2617,-93.1566,74.5692,0.613145,-2.18906,-13,1,60.1677,-30.3074,-45.6693,24.8178,0.438593,-2.15669,-11,1,165.88,-43.9171,-10.2337,159.633,1.97666,-2.91266,11,-1,10.2829,-4.95103,-9.01212,-0.087886,-0.008547,-2.07316,160.654779,53.105822,14.066282
1053,199572,265880625,13,-1,50.6417,-37.5745,7.78007,-33.0485,-0.779806,2.93742,-13,1,56.0492,28.1495,-3.0056,-48.3744,-1.30526,-0.10637,-13,1,17.5093,11.2561,-5.2922,-12.323,-0.874812,-0.439493,13,-1,6.3402,3.90151,-1.85932,-4.63768,-0.932104,-0.444724,85.57426,43.441203,5.587658
1056,199574,176859852,-13,1,238.555,-36.9355,-42.1715,-231.874,-2.12723,-2.2901,13,-1,21.8006,-21.4697,3.14106,-2.10718,-0.096961,2.99632,11,-1,120.135,-4.38595,60.9829,-103.413,-1.29645,1.64259,-11,1,103.064,24.7731,-29.5884,-95.5669,-1.63846,-0.873746,211.816134,93.933713,90.018349
1060,199608,1589488225,-13,1,228.7,-25.1993,32.2392,-225.009,-2.40586,2.23424,13,-1,68.4819,14.4122,-14.0017,-65.4676,-1.89705,-0.770951,-13,1,41.003,10.5652,-15.6214,-36.4086,-1.41216,-0.976132,13,-1,29.0085,8.16135,-0.113746,-27.8363,-1.94081,-0.013936,94.521711,62.5319,9.484164
1070,199608,1800612736,13,-1,63.458,-18.6271,-22.7373,56.2401,1.40421,-2.25715,-13,1,22.0623,13.9316,7.68304,-15.2845,-0.853313,0.503982,-13,1,11.0157,8.94902,-4.33637,-4.73766,-0.460022,-0.451222,13,-1,4.63545,3.85735,-1.05954,-2.33976,-0.555839,-0.268069,92.757402,45.466271,6.468216
1072,199608,1890782016,-13,1,44.0683,-10.2084,-32.5183,-27.9348,-0.747908,-1.87498,13,-1,59.5636,2.9941,18.2206,-56.6291,-1.83937,1.40793,-13,1,12.8071,3.26712,12.3656,-0.654727,-0.051168,1.31249,13,-1,4.92743,0.796201,4.837,-0.48776,-0.099337,1.40765,85.824579,44.307306,18.727999
1077,199608,2028324205,13,-1,60.1812,35.6582,-16.671,-45.523,-0.987822,-0.437331,-13,1,170.028,-13.4322,26.8019,-167.364,-2.42073,2.03538,13,-1,22.5077,-6.17148,-14.6996,-15.8878,-0.878944,-1.96829,-13,1,8.08191,-5.6824,2.37011,-5.23441,-0.771369,2.74643,114.644207,34.822215,26.768541
1080,199608,404637602,13,-1,70.2684,-52.8126,-37.4052,27.3736,0.41128,-2.52534,-13,1,44.4926,30.3046,6.55878,31.9092,0.901818,0.213141,13,-1,21.8662,15.1012,15.5976,-2.60511,-0.119709,0.801566,-13,1,13.5005,9.733,9.34861,-0.354581,-0.026271,0.765256,139.017301,77.314845,22.615287
1090,199608,813802208,-11,1,123.18,-46.294,-42.134,-106.089,-1.29817,-2.4032,11,-1,47.9363,35.3628,-4.2591,-32.0816,-0.80939,-0.119863,-11,1,58.5267,14.1325,25.9269,50.5317,1.30653,1.07173,11,-1,21.4017,-10.3329,11.7194,14.626,0.835472,2.2934,239.927472,169.21489,61.813496
1091,199608,83178029,13,-1,33.4262,-11.6535,3.40221,-31.1436,-1.67124,2.85754,-13,1,14.2851,-3.59269,9.13653,-10.3763,-0.921055,1.94545,-11,1,100.678,26.2312,-37.7794,-89.5579,-1.41977,-0.963889,11,-1,27.3652,3.43467,17.7457,-20.5463,-0.974825,1.37961,87.382349,54.687414,12.7593
1093,199608,930210675,13,-1,43.5922,19.848,23.8139,30.6467,0.873275,0.87598,-13,1,27.0194,-10.2333,-10.7976,-22.5551,-1.20369,-2.32937,13,-1,12.0479,-9.29002,-4.37072,6.30333,0.580751,-2.70184,-13,1,9.04326,2.84697,-8.11837,2.78499,0.318317,-1.23351,90.021715,35.227941,22.299919
1094,199699,233594461,11,-1,48.4794,48.2194,-0.938918,4.92515,0.101944,-0.019469,-11,1,26.3807,-25.2232,3.90777,6.66776,0.25835,2.98789,11,-1,11.2459,-10.6268,-2.83315,2.34825,0.211926,-2.88105,-11,1,6.77637,-6.40144,-1.71286,1.41662,0.212181,-2.88014,91.395674,45.681255,5.394312
1095,199699,247598885,-11,1,39.7476,-13.5333,-13.9189,34.6841,1.34391,-2.34215,11,-1,48.4458,15.8372,10.0488,44.6677,1.60229,0.565404,-11,1,30.9542,8.41811,-2.53673,-29.6793,-1.931,-0.292688,11,-1,25.8711,5.89906,-2.78663,-25.0349,-2.05447,-0.441313,141.642622,73.722158,62.252312
1098,199699,415865014,-13,1,56.059,55.5166,2.88305,7.22425,0.12959,0.051885,13,-1,44.0357,-32.7402,-14.181,25.8091,0.6717,-2.73285,11,-1,53.3689,-48.8092,-16.305,-14.1435,-0.271494,-2.81919,-11,1,91.9453,18.8441,-1.05855,-89.9873,-2.26586,-0.056115,233.018286,95.25541,91.001861
1099,199699,446853878,13,-1,16.4413,7.32074,-7.89011,-12.4281,-0.986635,-0.822812,-13,1,8.50722,-6.02507,4.73197,-3.69711,-0.465576,2.47583,-13,1,8.3718,-2.31853,-6.45998,-4.7926,-0.651256,-1.91538,13,-1,9.15536,1.95747,3.88001,-8.0575,-1.37641,1.10355,30.509267,9.390966,9.115059
1110,199703,137316968,13,-1,163.91,34.9831,-147.902,61.3804,0.393619,-1.33854,-13,1,85.8661,-20.31,-40.0043,73.213,1.26575,-2.04058,13,-1,22.1801,-15.9816,11.5259,10.1828,0.496174,2.51678,-13,1,18.4879,-13.208,9.56075,8.71399,0.511794,2.51503,180.994509,102.70704,46.124392
1112,199703,217542176,-11,1,56.733,-38.1162,32.7939,26.2746,0.501284,2.43111,11,-1,47.1663,14.502,14.8783,42.3437,1.46052,0.798205,11,-1,32.6065,7.60727,-5.72933,-31.1848,-1.90186,-0.645507,-11,1,14.369,7.43165,1.62169,-12.1906,-1.25038,0.214846,141.96688,79.335682,46.087406
1116,199703,336208037,13,-1,44.7048,-22.3045,-28.198,-26.5685,-0.684307,-2.24002,-13,1,29.4479,28.942,4.72245,-2.68755,-0.09152,0.161744,-13,1,21.0478,7.47537,14.6745,-13.1064,-0.729408,1.09965,13,-1,7.72507,2.71299,5.48796,-4.71035,-0.708613,1.11168,89.909612,48.440877,14.859674
1119,199752,133641846,13,-1,103.853,49.2837,41.797,81.299,1.05264,0.703384,13,-1,61.3016,-8.92538,-60.4096,5.37571,0.087919,-1.71748,-13,1,34.9008,-12.182,32.3516,4.79857,0.138369,1.93093,-13,1,100.259,-20.5226,-3.61118,98.0693,2.25315,-2.96741,232.59664,102.152404,70.464703
1120,199752,232018566,11,-1,154.546,110.834,63.8673,-86.7254,-0.634528,0.522768,-11,1,137.374,-54.9674,2.72188,-125.868,-1.56511,3.09211,11,-1,38.7598,-27.4407,27.0875,3.94871,0.102231,2.36267,-11,1,87.7074,16.3727,5.97778,-85.958,-2.29895,0.350068,276.259259,123.644384,65.008826
1123,199754,121019123,-11,1,118.329,-107.615,41.7555,26.0241,0.223583,2.77147,11,-1,111.524,-95.1176,-49.4506,30.7392,0.282945,-2.66216,11,-1,95.4214,-18.3328,34.999,-86.8575,-1.52899,2.05331,-11,1,19.7097,15.8265,-9.47254,6.94734,0.368276,-0.539332,275.748597,142.247774,77.736695
1132,199754,504370493,-13,1,50.0983,30.4911,-39.6676,2.56949,0.051334,-0.915456,13,-1,62.5387,11.62,41.1339,-45.6514,-0.928668,1.29548,11,-1,94.7075,-49.1192,61.5934,52.5649,0.625613,2.244,-11,1,23.3331,7.56642,-21.5949,-4.56534,-0.198215,-1.23378,226.866327,95.160643,91.121413
1137,199754,873005082,11,-1,242.058,17.3676,-122.559,-208.013,-1.29087,-1.43003,11,-1,206.793,-83.5358,83.4406,-169.773,-1.15981,2.35676,-11,1,90.8296,-47.5731,-31.2364,-70.7891,-1.04374,-2.56059,-11,1,23.9943,-20.5706,8.32019,9.12982,0.400644,2.75724,320.514055,92.293802,90.544804
1147,199812,306908284,-13,1,67.1532,43.7373,37.9194,-34.0397,-0.558546,0.714271,13,-1,77.6738,-38.1382,-2.41831,-67.6228,-1.33556,-3.07827,-11,1,86.2182,-19.7786,-37.2795,-75.184,-1.34145,-2.05858,11,-1,9.23305,-2.11101,-8.24123,-3.58818,-0.410177,-1.82156,157.515681,96.684635,18.830637
1148,199812,484080289,13,-1,76.2814,19.1223,-28.9449,67.9366,1.42485,-0.986974,-13,1,20.3533,-10.9216,17.1098,1.48953,0.073316,2.13892,-13,1,27.8488,-5.18918,12.6446,24.2638,1.33835,1.96022,13,-1,13.1665,-4.43581,6.41581,10.6069,1.11444,2.17572,89.529102,43.386094,13.709449
1151,199812,514199750,-13,1,11.419,3.01894,7.99685,7.57085,0.798211,1.20982,13,-1,6.16905,3.61694,3.97635,3.0253,0.536681,0.832695,-13,1,6.12889,-2.31509,-4.66546,-3.22892,-0.585864,-2.03141,13,-1,24.0511,-0.572222,5.06366,-23.5048,-2.23347,1.68332,43.061133,28.769322,12.20771
1158,199832,254924276,13,-1,87.3611,-66.6384,-44.9148,34.2628,0.414394,-2.54853,-13,1,52.9322,10.3816,-47.2783,21.4194,0.429207,-1.35464,-13,1,19.0438,2.17616,9.94823,16.092,1.23845,1.35544,13,-1,6.90294,4.31308,-3.85891,3.76107,0.611118,-0.729879,109.724669,58.381122,10.734992
1168,199833,730257875,13,-1,15.3022,7.04005,5.67554,-12.3439,-1.11749,0.678497,-13,1,7.47353,2.62953,-5.82743,3.86899,0.573253,-1.14692,-13,1,11.4951,2.69996,-4.34329,-10.2942,-1.4494,-1.01462,13,-1,4.85779,-4.72215,-1.05459,-0.419625,-0.086618,-2.92187,32.765208,10.438823,9.403301
1169,199833,881535881,-13,1,78.1936,-23.386,-0.343723,74.6137,1.87693,-3.1269,13,-1,21.7554,-10.9118,-2.16395,18.6959,1.29095,-2.94582,11,-1,353.126,56.4415,50.9789,344.838,2.2167,0.734589,-11,1,79.6558,-22.4199,-15.16,74.917,1.74245,-2.54703,139.488736,93.087934,10.024652
1170,199833,913514576,13,-1,38.8789,-21.749,-23.4997,-22.0523,-0.643395,-2.31752,-13,1,31.0311,-15.597,-18.3755,-19.5446,-0.741158,-2.27459,-13,1,13.2788,5.38251,1.74715,-12.0121,-1.49719,0.313868,13,-1,16.3694,5.58886,-0.216711,-15.3838,-1.73646,-0.038756,53.183718,28.618297,24.103549
1171,199833,933684749,-13,1,81.5389,41.6583,-70.0598,-2.18963,-0.02686,-1.03435,13,-1,11.9822,-7.8189,-2.21646,8.80425,0.93909,-2.86536,-11,1,85.905,18.3463,61.584,-57.0131,-0.799355,1.28126,11,-1,35.8887,-34.8968,-5.8041,6.04381,0.170024,-2.97678,209.337265,94.077205,48.306109
1172,199833,991082101,13,-1,72.1645,-58.69,-15.6984,-38.9455,-0.603701,-2.88023,-13,1,48.0588,28.3533,36.3603,13.5519,0.289839,0.908502,13,-1,54.2685,14.6787,-31.642,-41.5737,-1.01076,-1.13644,-13,1,28.3904,16.8818,14.2812,17.8061,0.736771,0.702139,196.804392,72.964744,15.823407
