,Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4,mass,mass_z1,mass_z2
1761,202075,106377554,13,-1,16.3119,5.56798,14.7166,-4.29982,-0.269979,1.20909,-13,1,7.82708,-2.43347,6.24114,-4.04702,-0.572374,1.94257,-11,1,39.5208,14.3534,-33.6234,-15.0114,-0.399865,-1.16733,11,-1,30.1505,-17.1151,24.6654,-2.78304,-0.092568,2.17741,89.290925,66.705136,7.998037
1765,202075,338718389,-13,1,40.6169,-16.7041,27.5346,-24.7495,-0.707873,2.1161,13,-1,25.561,23.5469,-2.07234,-9.72621,-0.40066,-0.087783,-13,1,22.9244,-5.80159,-19.6687,-10.2469,-0.480934,-1.85763,13,-1,10.2233,-4.58929,-8.0063,-4.39796,-0.460158,-2.09128,86.22795,47.374786,24.900883
1768,202084,131636174,13,-1,65.2206,-45.928,-21.6307,40.9445,0.737753,-2.70144,-13,1,26.2889,9.52198,18.0603,16.5606,0.741336,1.0856,-13,1,10.6215,-5.13099,-4.73602,8.00297,0.981022,-2.3962,13,-1,8.78984,-4.38052,-4.02476,6.47013,0.94201,-2.3985,69.728717,23.710576,6.344153
1769,202084,164954095,13,-1,168.668,-45.1772,-1.81707,-162.495,-1.99121,-3.10139,-13,1,220.179,40.4131,2.4854,-216.424,-2.37798,0.061422,13,-1,7.91858,-1.9321,6.58014,-3.95746,-0.549057,1.85639,-13,1,5.551,1.17794,4.3751,-3.20522,-0.65873,1.3078,112.401105,35.134396,30.661989
1770,202087,1031075096,13,-1,39.2782,-3.6959,39.0263,-2.46084,-0.062734,1.66522,-13,1,60.9079,3.56953,-38.6027,46.9772,1.02349,-1.47859,13,-1,7.73713,2.04357,7.18006,-2.0304,-0.268735,1.29351,-13,1,5.78432,1.52219,5.40209,-1.39554,-0.246157,1.29614,105.16656,40.902764,6.09526
1773,202087,1150518447,11,-1,65.6264,50.3426,36.9398,20.1964,0.318056,0.633032,-11,1,35.7503,-14.5092,-26.5677,19.0191,0.592929,-2.07066,11,-1,22.6414,-3.96951,-14.2766,17.1189,0.987015,-1.84199,-11,1,19.7454,-4.5487,-12.7782,14.3494,0.921749,-1.91278,121.026081,61.1121,7.417043
1776,202087,265684773,-13,1,49.4795,2.42562,9.54807,48.4887,2.29703,1.32202,13,-1,13.6726,9.13883,1.54823,10.0506,0.939754,0.167818,-13,1,9.19966,5.9582,-6.87392,1.36808,0.149831,-0.856639,13,-1,27.1882,4.36826,-5.06401,26.3527,2.08017,-0.859028,44.581184,14.506463,11.682069
1778,202087,453984349,13,-1,42.545,28.2843,21.9715,-22.9633,-0.603793,0.660441,-13,1,48.1207,-17.1256,-17.9061,-41.2514,-1.28288,-2.33392,-11,1,30.6357,-9.34091,-10.4463,-27.2427,-1.41833,-2.30039,11,-1,10.8861,7.21796,5.68013,-5.84338,-0.599611,0.666729,89.016614,62.894335,24.538702
1782,202087,84400150,-13,1,71.368,16.0869,39.5417,57.193,1.10247,1.18441,13,-1,85.1075,-18.1766,-27.9824,78.2934,1.58862,-2.14687,13,-1,24.8327,9.38937,1.48718,22.9408,1.6145,0.157085,-13,1,15.2059,5.73731,0.995868,14.0464,1.61411,0.171865,92.214415,32.546463,17.331979
1785,202087,944027617,13,-1,169.58,27.4004,-110.098,-126.036,-0.957643,-1.32688,-13,1,121.204,1.70752,74.7565,-95.3889,-1.06352,1.54796,-13,1,47.0816,8.46712,27.6551,-37.1506,-1.06896,1.27369,13,-1,14.9018,-0.653492,8.40426,-12.288,-1.17107,1.6484,222.96656,110.585133,3.694729
1788,202093,225951552,13,-1,156.91,46.9937,-23.5465,-147.845,-1.7575,-0.464492,-13,1,35.2824,-21,20.5969,-19.4835,-0.621568,2.36588,13,-1,7.49806,4.25286,-6.14528,0.598643,0.080018,-0.965424,-13,1,4.43795,-2.86997,3.2661,-0.883238,-0.20177,2.29173,113.096445,42.903483,4.866616
1790,202093,53125147,13,-1,81.4439,-63.4493,3.53807,-50.9388,-0.733903,3.08589,-13,1,37.1951,22.509,-29.0127,-5.92246,-0.160594,-0.910966,11,-1,186.42,15.3862,60.0218,-175.821,-1.76578,1.31986,-11,1,113.855,18.9524,-36.6121,-106.129,-1.67447,-1.09312,246.268193,94.562781,92.287293
1797,202178,1387749950,-13,1,45.8475,-21.6295,-40.2425,-3.83238,-0.083785,-2.06398,13,-1,30.846,3.57621,26.8457,-14.7641,-0.521223,1.43836,13,-1,19.7773,-10.9905,2.24046,-16.2886,-1.16795,2.94049,-13,1,9.59853,-5.18193,1.21737,-7.98662,-1.19498,2.91085,90.236008,37.330163,18.112165
1799,202178,1400850104,-13,1,65.3832,26.7393,-14.1756,-57.957,-1.40497,-0.487467,13,-1,12.4981,-7.11899,9.705,3.36502,0.276058,2.20368,13,-1,11.8401,-6.37251,4.86551,8.71175,0.941287,2.4895,-13,1,8.14178,-5.58622,2.18394,5.50473,0.822016,2.76891,88.778774,55.107708,6.675547
1800,202178,1430970868,13,-1,130.721,-53.4548,-33.3493,114.535,1.35909,-2.5838,-13,1,36.6044,15.2645,17.7742,28.1238,1.01621,0.861213,13,-1,36.5297,21.9578,-0.728924,29.1844,1.09564,-0.033184,-13,1,41.8857,1.99513,8.94574,40.8704,2.20045,1.35136,122.002533,48.975536,19.705982
1810,202178,193770334,13,-1,84.826,-28.1399,11.6057,-79.1763,-1.68415,2.75042,-13,1,87.0008,12.0424,-10.8443,-85.4781,-2.36492,-0.733097,-13,1,22.8802,10.2997,10.8035,-17.3406,-0.991242,0.809263,13,-1,13.7374,9.92304,-7.15841,-6.24469,-0.490469,-0.62494,89.322182,38.270988,30.471899
1811,202178,412076062,13,-1,89.3104,75.6726,47.0485,6.03622,0.06769,0.55625,-13,1,38.7363,11.2624,-31.9148,18.8439,0.531423,-1.23155,-11,1,176.417,-70.4461,12.1215,161.287,1.55273,2.97119,11,-1,84.9845,-4.28111,-50.1183,68.4995,1.11557,-1.65601,293.501383,92.200845,89.387996
1812,202178,428068179,11,-1,48.7018,-29.321,-27.1739,-27.8159,-0.649224,-2.39418,11,-1,77.316,26.3614,16.4549,-70.796,-1.56155,0.558025,-11,1,47.688,-29.9009,-5.87249,-36.6824,-1.0184,-2.94766,-11,1,12.067,-7.22096,-8.15828,-5.18767,-0.459782,-2.29532,112.059247,62.848056,4.46471
1813,202178,487671954,-11,1,90.4394,48.0646,-62.502,-44.3011,-0.535853,-0.91524,11,-1,65.6809,-43.2077,-30.9157,-38.6172,-0.674531,-2.52053,-11,1,91.8783,8.27262,47.7687,-78.0471,-1.25421,1.39932,11,-1,28.4592,2.08098,-28.3818,-0.262779,-0.009234,-1.49761,211.47688,98.538618,37.101125
1814,202178,563981267,13,-1,57.2804,-19.1603,50.1033,20.0891,0.36626,1.93605,-13,1,56.3566,0.365475,-42.1648,-37.3906,-0.798977,-1.56213,-13,1,52.4659,4.70223,-37.7808,36.0993,0.844251,-1.44697,13,-1,38.3891,11.4442,21.3033,29.8146,1.03686,1.07783,198.428537,73.645695,38.779289
1815,202178,58141565,13,-1,82.0546,-29.2532,32.004,69.6631,1.25251,2.31132,-13,1,32.4275,22.2083,13.3432,-19.5008,-0.695289,0.541023,-11,1,73.1799,32.9398,-64.9188,-7.47092,-0.102447,-1.10125,11,-1,29.4171,-1.9475,28.2506,7.96746,0.277774,1.63962,209.542871,92.108065,90.668728
1817,202178,717885882,13,-1,126.439,3.72608,-25.2217,-123.842,-2.28408,-1.42412,-13,1,22.5713,15.7251,13.6048,8.77962,0.410594,0.713232,13,-1,17.3987,-9.07414,9.09266,11.734,0.818825,2.35518,-13,1,6.84666,-4.30052,5.01616,-1.79145,-0.267915,2.27953,137.565298,88.500467,18.420659
1818,202178,739864564,13,-1,61.724,3.27461,-41.1261,45.9104,0.958938,-1.49134,-13,1,35.1733,10.6568,27.9622,-18.4852,-0.583973,1.20668,11,-1,71.3018,-51.3926,-18.7478,45.7304,0.760487,-2.7918,-11,1,29.7062,23.8532,7.10944,-16.2154,-0.612464,0.289667,187.413959,91.856469,90.937191
1819,202209,191265596,13,-1,53.7533,19.3052,4.04917,50.0032,1.66015,0.206748,13,-1,14.5941,-5.91436,2.2886,13.1438,1.47564,2.77238,-13,1,29.0313,5.99654,0.422845,28.4019,2.25696,0.070398,-13,1,18.6697,3.7908,-3.19002,18,2.00166,-0.699549,30.270323,11.455219,6.76412
1820,202237,1087639087,-13,1,63.7285,-9.49884,50.591,37.5717,0.67699,1.75639,13,-1,63.8055,-16.7158,-41.073,45.8773,0.905611,-1.9573,-13,1,145.078,38.5606,14.6555,139.09,1.92987,0.363203,13,-1,33.3065,0.548112,-33.1729,-2.92829,-0.088147,-1.55427,212.391192,85.376264,42.570827
1821,202237,1152682685,-11,1,100.299,72.0445,40.7096,56.6755,0.640248,0.514333,11,-1,27.1293,-16.3083,-21.0036,-5.37465,-0.200767,-2.23102,11,-1,22.5632,-22.0872,-3.91394,-2.43641,-0.108404,-2.96621,-11,1,11.6655,-4.94225,-9.95134,-3.55378,-0.314626,-2.03175,152.386805,91.12403,3.940236
1823,202237,1294338754,-13,1,153.654,-90.5906,-32.2861,119.836,1.04513,-2.79923,13,-1,61.4462,-3.70083,37.9328,48.1978,1.05668,1.66805,11,-1,77.2072,9.88106,-56.2171,-51.9899,-0.816904,-1.39681,-11,1,59.053,-16.2888,37.1673,-42.9013,-0.921251,1.98384,328.305231,95.700304,95.446211
1830,202237,622212607,13,-1,20.6655,13.2812,-6.80614,-14.2947,-0.851257,-0.473568,-13,1,30.5733,-5.58773,-11.7203,-27.679,-1.50105,-2.01568,11,-1,71.1386,-32.1388,52.0722,36.2807,0.562729,2.12376,-11,1,35.8973,23.7845,-24.1086,11.9032,0.344615,-0.792165,157.869621,91.012298,21.475676
1835,202237,935333715,-13,1,18.7492,-4.18403,18.273,0.336613,0.017956,1.79589,13,-1,16.2374,-10.8838,11.9612,-1.45382,-0.089778,2.30907,11,-1,129.885,41.7341,-20.8164,121.223,1.68348,-0.462676,-11,1,27.3191,-18.0185,20.4763,1.54594,0.056649,2.29243,145.498041,95.280486,9.037017
1836,202237,970333313,-13,1,79.3527,-58.7235,-10.3507,-52.357,-0.792462,-2.96712,13,-1,87.2122,19.3397,21.7474,-82.2131,-1.76158,0.843931,-11,1,63.3146,18.2535,-56.7952,-21.2097,-0.348437,-1.25983,11,-1,42.4042,10.2235,38.1818,-15.3543,-0.379293,1.30918,211.37761,93.178004,89.183999
1837,202272,1011698826,13,-1,143.798,-9.54159,25.7152,-141.158,-2.34076,1.9261,-13,1,33.4933,-2.12538,-19.6616,-27.0314,-1.11857,-1.67848,-11,1,69.8731,10.8487,-14.1889,-67.5517,-2.04045,-0.91802,11,-1,22.6838,16.2421,-2.57749,-15.6238,-0.845606,-0.15738,96.33836,54.513911,25.171267
1854,202272,769186804,13,-1,71.252,60.2927,-36.1365,11.6525,0.165021,-0.539943,-13,1,35.4711,-4.67523,33.252,-11.4294,-0.334123,1.71048,-11,1,77.961,-60.3889,33.7063,-35.9857,-0.499325,2.63251,11,-1,31.48,2.18547,-30.8111,6.07344,0.195379,-1.49998,214.099941,91.039261,87.673073
1855,202272,843269254,13,-1,357.202,-68.5959,89.3112,338.985,1.82165,2.22575,-13,1,90.6381,-11.2814,-21.1977,87.3994,2.00341,-2.05987,-11,1,26.6004,22.6547,1.98472,13.7987,0.574617,0.087384,11,-1,47.0606,13.1286,-1.86149,45.1539,1.93937,-0.14085,172.658222,87.961734,25.88579
1856,202272,854064829,-13,1,151.748,58.2673,39.4718,134.441,1.40277,0.595415,13,-1,39.8387,-22.7199,-2.11887,32.6562,1.15594,-3.0486,-13,1,22.7989,-0.806627,7.56558,21.4916,1.7615,1.67701,13,-1,10.982,-2.8731,4.71036,9.49475,1.31135,2.1185,89.860386,25.246792,12.013471
1860,202299,340486709,13,-1,119.381,-1.09205,91.8798,-76.2153,-0.755502,1.58268,-13,1,32.524,-8.47395,-18.0225,-25.7134,-1.07304,-2.01031,-11,1,176.322,-37.2486,-128.147,115.241,0.781529,-1.85367,11,-1,46.2282,-44.4078,-7.52719,10.4084,0.229078,-2.97369,357.087064,93.089024,84.494142
1861,202299,421267699,-11,1,46.8241,32.8725,-27.2768,-19.1802,-0.435157,-0.692635,11,-1,100.604,-33.0422,14.5218,-93.9073,-1.68441,2.72751,11,-1,49.5871,15.998,-3.88096,-46.7748,-1.76705,-0.237992,-11,1,18.375,-11.1547,-3.25374,-14.2348,-1.03192,-2.85777,125.162675,39.823682,19.51803
1863,202299,586836364,13,-1,39.8997,1.27295,34.4998,-20.0028,-0.55108,1.53392,-13,1,29.5301,12.9093,-17.2891,-20.1608,-0.834196,-0.929427,-13,1,55.8008,-7.96199,-6.18098,-54.8828,-2.39616,-2.48146,13,-1,28.8437,5.63511,4.72681,-27.89,-2.04297,0.697964,90.756341,52.000325,24.431841
1864,202299,627007942,13,-1,109.496,-8.73752,-25.43,-106.143,-2.08188,-1.90175,-13,1,66.3862,5.05631,-11.5173,-65.1837,-2.34756,-1.15711,11,-1,81.4674,28.474,70.9334,-28.1891,-0.360911,1.18907,-11,1,32.0367,-18.5758,-14.9796,-21.3752,-0.805698,-2.46296,185.880872,84.839606,14.249767
1874,202328,318322030,-11,1,120.38,23.0544,108.896,-45.8425,-0.401011,1.36217,11,-1,110.439,-59.0759,-46.8955,-80.6701,-0.929688,-2.47063,-11,1,36.3286,22.4955,-27.7803,6.47898,0.180271,-0.890129,11,-1,14.5397,-11.3447,-8.20957,-3.91196,-0.275844,-2.51517,250.379958,119.806295,21.67766
1875,202328,726409783,-13,1,103.675,32.3928,4.25356,98.3931,1.82212,0.130565,13,-1,77.1347,-7.27251,-17.7868,74.7027,2.06706,-1.95893,-13,1,25.7706,-18.5641,-2.34523,17.7196,0.843385,-3.01593,13,-1,32.8879,-6.34175,11.6749,30.0846,1.55598,2.0684,92.360667,55.489905,30.031498
1879,202333,235647099,11,-1,157.405,-11.2134,-49.3725,149.04,1.8005,-1.79413,-11,1,99.1946,-38.8641,27.7177,86.9534,1.36086,2.52207,11,-1,33.376,32.1985,-5.86582,6.5426,0.198598,-0.180201,-11,1,13.5253,-3.08638,11.1324,-7.03392,-0.576418,1.84125,189.587567,93.272708,55.222093
1882,202333,7905531,-13,1,39.6874,-21.6009,29.19,16.0132,0.427803,2.20787,13,-1,39.5564,26.1843,-15.066,-25.5362,-0.767661,-0.522123,13,-1,7.28536,-4.48098,-5.73942,0.21267,0.029203,-2.23368,-13,1,6.82105,4.39479,1.0879,5.10077,0.968145,0.242665,92.663847,25.474884,22.459625
1883,202469,247836553,11,-1,85.5463,32.2761,-56.0245,56.015,0.783641,-1.04813,11,-1,63.7988,-61.4321,12.9501,11.3434,0.179709,2.93383,-11,1,55.2581,11.2653,-41.2519,34.9976,0.746988,-1.30421,-11,1,55.062,0.037411,25.3093,48.9005,1.41286,1.56932,201.855743,72.563577,13.56592
1884,202469,340674577,13,-1,55.9462,-10.2779,54.7484,-5.19071,-0.093048,1.75637,-13,1,56.7285,20.4281,-18.1541,-49.7115,-1.35963,-0.726526,-11,1,119.024,-27.0429,-53.2316,-102.965,-1.31318,-2.04084,11,-1,41.1676,27.3142,20.9911,-22.5406,-0.614851,0.65524,204.405177,94.181578,90.769852
1890,202478,1037471026,13,-1,63.1196,8.52311,-25.1949,57.242,1.50968,-1.24459,-13,1,29.6874,5.25611,11.7942,-26.732,-1.47462,1.15157,-11,1,95.3681,-14.9113,33.2321,-88.1383,-1.61702,1.99257,11,-1,22.7721,4.43459,-18.3685,12.7082,0.630015,-1.33391,206.077314,89.088264,85.515107
1905,202478,933835054,13,-1,143.537,96.5601,-29.7035,101.965,0.887932,-0.29843,-13,1,147.829,-98.2534,22.2813,108.182,0.932596,2.91859,13,-1,72.0547,22.253,13.1744,67.254,1.68398,0.534537,-13,1,15.7124,-10.1817,-1.93717,-11.8088,-0.976566,-2.95358,270.33393,72.704479,58.778799
1910,202504,1111970227,-13,1,92.4594,7.63089,21.7089,-89.5501,-2.06809,1.23278,13,-1,56.4438,-2.18422,11.1595,-55.2864,-2.285,1.76408,-11,1,202.547,32.9752,-15.5238,-199.241,-2.40008,-0.439992,11,-1,91.5641,-23.7675,-17.3702,-86.7028,-1.80098,-2.51047,102.348678,59.755212,9.195287
1911,202504,1134909166,13,-1,44.5216,25.8095,33.4271,14.0947,0.327845,0.913293,-13,1,70.6188,-9.79481,-38.2059,58.5779,1.18652,-1.82176,-11,1,81.1448,-48.3962,-36.2188,54.1339,0.805548,-2.49913,11,-1,76.8212,35.2531,2.6012,68.2052,1.41165,0.073653,187.283243,93.185394,87.730825
1916,202504,1394353502,-13,1,93.9431,79.6848,-14.7863,47.5078,0.556947,-0.183473,13,-1,24.2123,-18.5615,-8.09287,-13.2739,-0.615858,-2.73044,-11,1,103.205,-16.7848,84.5925,-56.689,-0.617358,1.76667,11,-1,22.3049,-12.6286,-17.3146,6.18327,0.284663,-2.20096,236.920326,92.3538,88.376707
1918,202504,177815904,-13,1,301.705,79.1491,-17.7972,290.594,1.98802,-0.221177,-13,1,90.4145,-78.681,3.7849,-44.3819,-0.537207,3.09353,13,-1,41.1633,11.5204,38.6943,-8.02735,-0.197543,1.28143,13,-1,39.051,-11.4097,-24.3404,28.3254,0.918838,-2.00914,389.962956,170.461469,89.244841
1923,202504,350555096,13,-1,147.091,25.2793,-55.9511,-133.665,-1.52013,-1.14644,-13,1,235.345,42.2768,24.9331,-230.171,-2.24967,0.532854,11,-1,138.937,-55.7746,10.2341,-126.839,-1.54478,2.96012,-11,1,32.8163,-15.5464,22.5318,18.098,0.620524,2.17476,289.446938,107.304714,91.404137
1931,202504,974397273,13,-1,34.0239,4.18157,-27.5841,19.4743,0.651046,-1.42035,-13,1,14.7037,-3.74336,14.0854,-1.94352,-0.13296,1.83055,-13,1,41.9334,-1.07911,12.3276,-40.0657,-1.89105,1.65811,13,-1,10.4673,3.52463,-6.82853,-7.10643,-0.827167,-1.0943,96.312063,71.436123,22.337584
1939,202972,423983118,-13,1,42.702,-26.0577,-25.8975,21.7662,0.562358,-2.35928,13,-1,33.3212,24.2745,16.7097,15.5508,0.505838,0.602874,-13,1,14.6734,3.42639,8.34772,11.5703,1.06757,1.18131,13,-1,14.1684,2.98731,6.47779,12.2412,1.30892,1.1387,84.892576,34.181444,13.142068
1940,202972,42783570,11,-1,96.6135,-35.3841,-89.4829,-8.65755,-0.089851,-1.94736,11,-1,111.754,30.3081,22.8752,-105.105,-1.7424,0.646537,-11,1,28.1114,10.6615,21.3785,14.8169,0.58609,1.10819,-11,1,24.2807,19.46,13.4372,5.50489,0.230728,0.604323,240.054963,101.335812,69.208406
1943,202972,655904757,13,-1,36.2119,32.1199,13.3066,10.1261,0.287286,0.392755,-13,1,35.2181,-20.3436,-10.0053,-26.9505,-1.00877,-2.68452,-13,1,16.4029,-13.898,1.08868,-8.64322,-0.585902,3.06342,13,-1,9.5245,-8.08071,0.613618,-5.00305,-0.583652,3.0658,91.765334,47.189581,9.204662
1944,202972,656650863,-13,1,15.5917,7.8352,-7.29092,-11.3377,-0.922707,-0.749431,13,-1,10.2367,5.67102,-6.47159,-5.54402,-0.606437,-0.851234,-13,1,6.37072,-5.66453,0.975224,2.74534,0.461113,2.9711,13,-1,5.07318,-4.93355,0.252563,1.14988,0.230716,3.09044,32.480742,19.076672,13.261365
1945,202973,1150152910,-13,1,199.615,-35.4773,11.654,196.091,2.36054,2.82421,13,-1,98.0449,36.1549,-4.64571,91.0167,1.64607,-0.127794,13,-1,22.6982,8.40829,4.38449,20.6221,1.51914,0.480658,-13,1,12.7854,5.22751,2.7975,11.3271,1.40286,0.49137,93.70725,38.322666,9.653096
1953,202973,681363400,-13,1,35.2774,-20.112,20.533,-20.4546,-0.662198,2.34584,-13,1,47.2072,17.6254,-18.9385,39.4866,1.20925,-0.821297,13,-1,25.2939,-11.7557,22.3824,-0.778795,-0.0308,2.05442,13,-1,14.9022,-7.17676,-13.042,0.681894,0.045791,-2.07386,118.80096,33.348811,18.993248
1955,202973,779714361,-13,1,496.672,90.2311,14.0383,488.205,2.37818,0.154345,13,-1,154.242,17.8923,-43.3002,146.955,1.86079,-1.17895,11,-1,128.958,-103.709,65.0192,-40.585,-0.32577,2.5816,-11,1,56.1662,-47.979,-23.5587,17.2526,0.317418,-2.68515,567.961424,94.859613,87.828705
1963,203002,1426205551,13,-1,38.9458,-1.78869,30.6097,-24.0128,-0.719455,1.62917,13,-1,29.9589,19.1359,20.0899,-11.302,-0.396852,0.809714,-13,1,55.6478,4.63541,-19.8556,-51.7778,-1.66178,-1.34145,-13,1,7.75164,6.80352,3.42905,1.42491,0.185952,0.466851,90.34461,55.497564,9.926399
1967,203002,1749862291,13,-1,17.2164,-10.5919,-9.62884,9.56506,0.62643,-2.40379,-13,1,10.9488,-8.92026,-3.15677,-5.5071,-0.55333,-2.80146,13,-1,10.3161,-0.400707,-6.49994,-8.00007,-1.03407,-1.63237,-13,1,11.1312,-5.83405,0.525287,9.46471,1.25732,3.0518,37.630438,9.466776,9.421665
1969,203002,630169854,13,-1,161.052,-29.1582,52.866,-149.307,-1.63717,2.07483,-13,1,34.0359,-23.542,-19.332,-15.1815,-0.479754,-2.45407,-11,1,104.381,-80.9524,14.7964,-64.2119,-0.717195,2.96081,11,-1,53.4882,8.24761,-29.5637,-43.8058,-1.15372,-1.29874,185.041846,88.038634,84.267324
